incident_datetime,latitude,longitude,endlatitude,endlongitude,event_type,event_cause,veh_type,closure,closure_probability,impact_score,impact_class,corridor,zone,police_station,priority,authenticated,hour,dayofweek,month,is_weekend,is_peak_hour,requires_road_closure,response_priority,diversion_strategy,eta_target
2024-03-04 21:01:23.677000+00:00,12.9694437,77.7006895,0.0,0.0,planned,construction,Unknown,0,0.05398643369760694,31.312317645366427,Low,orr east 2,east zone 1,hal old airport,High,1,21.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 04:23:49.269000+00:00,12.9624489,77.5946026,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.26317070818506094,52.26690633562055,Medium,mysore road,central zone 2,halasuru gate,High,1,4.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 04:21:28.280000+00:00,12.9620776,77.5947155,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.11745682054752025,42.16593208277444,Low,non-corridor,central zone 1,ashok nagar,Low,1,4.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 06:15:17.349000+00:00,13.1247059,77.5743002,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.022044128856807614,41.507848498600296,Low,non-corridor,north zone 2,yelahanka,Low,0,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 06:44:02.169000+00:00,12.9563033,77.5471671,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.09176567703448318,41.46559786613809,Low,mysore road,west zone 2,byatarayanapura,High,0,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 03:47:31.694000+00:00,13.0449799,77.5816081,0.0,0.0,unplanned,congestion,Unknown,0,0.011144424145978934,42.270336362282784,Low,orr north 2,north zone 1,kodigehalli,High,0,3.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 21:24:54.681000+00:00,12.9807787,77.6028248,12.9806594,77.6028361,unplanned,pot_holes,Unknown,1,0.6907540610598002,62.24127348514562,High,cbd 1,central zone 2,shivajinagar,High,1,21.0,0.0,3.0,0,0,True,Immediate,Partial Diversion Recommended,5 mins
2024-03-21 06:59:45.466000+00:00,12.8919266,77.5983469,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.051973250807837115,41.1288425138552,Low,bannerghata road,south zone 2,j.p. nagar,High,1,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 21:33:53.629000+00:00,13.0328676,77.5330108,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.02381488044015101,40.74589798825103,Low,tumkur road,west zone 1,yeshwanthpura,High,1,21.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 21:21:05.986000+00:00,13.0419935,77.5153312,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.00649598276244394,40.77028282977977,Low,tumkur road,west zone 1,peenya,High,1,21.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 05:22:04.791000+00:00,13.0191133,77.5396468,0.0,0.0,unplanned,vehicle_breakdown,truck,0,0.08189255129933891,41.78620720069562,Low,non-corridor,west zone 1,rajajinagar,Low,1,5.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 21:24:54.681000+00:00,12.9807787,77.6028248,12.9806594,77.6028361,unplanned,pot_holes,Unknown,1,0.6907540610598002,62.24127348514562,High,cbd 1,central zone 2,shivajinagar,High,1,21.0,0.0,3.0,0,0,True,Immediate,Partial Diversion Recommended,5 mins
2024-03-04 22:06:45.407000+00:00,13.0389307,77.625055,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.05420893699179204,42.60705222944146,Low,hennur main road,north zone 1,k.g. halli,High,0,22.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 07:13:03.433000+00:00,12.930687,77.5434701,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.14192454444148972,39.82349844839093,Low,orr west 1,west zone 2,banashankari,High,1,7.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 07:58:30.835000+00:00,12.9639551,77.588634,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.5458168649926772,59.51690633562055,High,mysore road,central zone 2,halasuru gate,High,0,7.0,3.0,3.0,0,0,False,Immediate,Partial Diversion Recommended,5 mins
2024-03-04 22:42:51.918000+00:00,12.9210146,77.6205632,12.9210146,77.6205632,unplanned,accident,Unknown,0,0.09634068933559718,46.82589333502025,Medium,hosur road,south zone 2,madiwala,High,1,22.0,0.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 06:05:00.226000+00:00,13.0555567,77.5933147,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.046380880095978405,41.371987313946,Low,bellary road 1,north zone 1,kodigehalli,High,1,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 06:00:41.331000+00:00,13.0413445,77.6224077,0.0,0.0,unplanned,congestion,Unknown,0,0.08167047144553986,42.395513767903,Low,hennur main road,north zone 1,hennuru,High,0,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 23:02:01.879000+00:00,13.0209793,77.5840805,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.012159651545949285,41.22570397741707,Low,bellary road 1,west zone 2,sadashivanagar,High,1,23.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 22:28:40.211000+00:00,12.9886292,77.5758557,0.0,0.0,unplanned,vehicle_breakdown,private_bus,0,0.03650541634759062,42.551345379309566,Low,non-corridor,central zone 2,sheshadripuram,Low,1,22.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 06:08:57.101000+00:00,12.97418017,77.56631681,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.060908487905239395,41.412055677535704,Low,magadi road,central zone 2,magadi road,High,1,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 06:22:23.053000+00:00,13.0077059,77.5922018,0.0,0.0,unplanned,vehicle_breakdown,private_bus,0,0.0810333007735481,41.97590154899817,Low,non-corridor,north zone 2,r.t. nagar,Low,1,6.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 01:04:05.754000+00:00,12.9801824,77.5725653,0.0,0.0,unplanned,vehicle_breakdown,ksrtc_bus,0,0.09086698101476302,42.4208369047333,Low,non-corridor,central zone 2,upparpet,Low,1,1.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 23:55:04.365000+00:00,12.9558953,77.5459545,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.019207283232391514,41.46559786613809,Low,mysore road,west zone 2,byatarayanapura,High,1,23.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 00:29:44.676000+00:00,12.9427109,77.6224099,0.0,0.0,unplanned,pot_holes,Unknown,0,0.09647334446959951,34.93390174667881,Low,non-corridor,south zone 2,adugodi,Low,1,0.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 23:03:34.158000+00:00,13.0288889,77.6323128,0.0,0.0,unplanned,vehicle_breakdown,others,0,0.03180499241019061,41.76363264666017,Low,airport new south road,north zone 1,hennuru,High,1,23.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 23:21:49.939000+00:00,13.1044428,77.6011616,0.0,0.0,unplanned,vehicle_breakdown,others,0,0.0073933515180439205,40.75164934333921,Low,bellary road 2,north zone 2,yelahanka,High,1,23.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 22:01:57.273000+00:00,12.9746942,77.5449116,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.0054208938535240175,41.371736828582776,Low,west of chord road,west zone 2,vijayanagara,High,1,22.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-04 21:38:03.615000+00:00,12.9747373,77.5448528,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.0069370600618928226,41.371736828582776,Low,west of chord road,west zone 2,vijayanagara,High,1,21.0,0.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 01:39:57.828000+00:00,12.9617008,77.634324,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.06360580341013072,42.0236907034641,Low,non-corridor,central zone 1,halasur,Low,1,1.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 19:29:21.627000+00:00,12.9382954,77.7454769,0.0,0.0,planned,construction,Unknown,0,0.11429491630293481,33.94833791295914,Low,non-corridor,east zone 1,whitefield,Low,1,19.0,3.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 02:56:40.869000+00:00,13.0333937,77.5689916,0.0,0.0,unplanned,pot_holes,Unknown,0,0.06927513670545837,34.771342957414205,Low,non-corridor,west zone 2,sadashivanagar,Low,1,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 00:09:48.263000+00:00,13.0197106,77.654167,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.03664812572425032,41.733618216645745,Low,orr north 1,north zone 1,hennuru,High,1,0.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 00:21:26.876000+00:00,13.0282668,77.6321698,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.01690260287256067,41.76363264666017,Low,airport new south road,north zone 1,hennuru,High,1,0.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 19:46:55.910000+00:00,12.9804152,77.5721511,0.0,0.0,unplanned,others,Unknown,0,0.2476329349386313,45.90134537930957,Medium,non-corridor,central zone 2,sheshadripuram,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-05 02:21:45.802000+00:00,13.0400877,77.5186791,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.02523932547926815,40.77028282977977,Low,tumkur road,west zone 1,peenya,High,1,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 02:13:01.309000+00:00,12.9730724,77.6986806,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.00469907303651073,40.56231764536642,Low,orr east 2,east zone 1,hal old airport,High,0,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 02:54:09.690000+00:00,13.0335005,77.5689799,0.0,0.0,unplanned,pot_holes,Unknown,0,0.058858144674252315,34.91762629394313,Low,non-corridor,north zone 1,kodigehalli,Low,1,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 02:47:57.295000+00:00,12.9832947,77.5956604,0.0,0.0,unplanned,water_logging,Unknown,0,0.1752956536333637,44.794093489551884,Medium,cbd 2,central zone 2,cubbon park,High,1,2.0,1.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 19:48:34.858000+00:00,12.9796097,77.570913,0.0,0.0,unplanned,others,Unknown,0,0.2600679565527771,45.964453926009895,Medium,non-corridor,central zone 2,chamarajpet,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-21 20:31:17.624000+00:00,13.0184217,77.56126,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.09748787680046773,39.99589798825103,Low,tumkur road,west zone 1,yeshwanthpura,High,1,20.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 21:06:59.754000+00:00,13.0099235,77.5058763,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.18700639494382754,41.581095942709275,Low,non-corridor,west zone 1,peenya,Low,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 04:13:06.587000+00:00,13.0446846,77.5906536,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.08683479820435507,41.371987313946,Low,bellary road 1,north zone 1,kodigehalli,High,1,4.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 02:16:30.294000+00:00,12.9730838,77.6986944,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.03826408052640255,40.6157074758749,Low,orr east 2,east zone 1,mahadevapura,High,1,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 02:14:20.933000+00:00,12.9730824,77.6986825,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.03826408052640255,40.6157074758749,Low,orr east 2,east zone 1,mahadevapura,High,1,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 19:05:43.177000+00:00,12.9934253,77.6611102,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.07199532502039796,43.869444479468655,Medium,non-corridor,central zone 1,banaswadi,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-05 02:10:03.009000+00:00,12.9075587,77.6286337,0.0,0.0,unplanned,vehicle_breakdown,private_bus,0,0.022956198260635968,41.36158204804079,Low,hosur road,south zone 2,hsr layout,High,1,2.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 19:08:29.282000+00:00,13.2304362,77.6909324,0.0,0.0,unplanned,vehicle_breakdown,private_bus,0,0.03209133668761183,43.192345993442615,Medium,non-corridor,north zone 2,devanahalli airport,Low,1,19.0,3.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-21 18:38:44.630000+00:00,13.0425079,77.5145663,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.07625662047640365,42.366575615555846,Low,tumkur road,north zone 2,chikkabanavara,High,1,18.0,3.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 03:24:20.641000+00:00,13.0446989,77.5905775,13.0447018,77.5906117,unplanned,vehicle_breakdown,heavy_vehicle,1,0.09380117773546785,43.171987313946,Medium,bellary road 1,north zone 1,kodigehalli,High,1,3.0,1.0,3.0,0,0,True,High,Traffic Monitoring Only,15 mins
2024-03-05 04:37:24.657000+00:00,12.9167203,77.5950157,0.0,0.0,unplanned,pot_holes,Unknown,0,0.06424910534446603,35.01605790643681,Low,non-corridor,south zone 1,jayanagara,Low,1,4.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 05:57:47.191000+00:00,12.9838995,77.5970018,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.1605627262117665,41.794093489551884,Low,cbd 2,central zone 2,cubbon park,High,1,5.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 05:43:36.951000+00:00,12.9642504,77.5705495,0.0,0.0,unplanned,vehicle_breakdown,truck,0,0.24014958230077318,52.11290430927809,Medium,mysore road,central zone 2,chamarajpet,High,1,5.0,1.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-05 05:03:43.112000+00:00,13.0445083,77.5828633,0.0,0.0,unplanned,congestion,Unknown,0,0.020515385220531188,42.270336362282784,Low,orr north 2,north zone 1,kodigehalli,High,0,5.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 04:22:47.383000+00:00,13.020831,77.6508104,0.0,0.0,unplanned,accident,Unknown,0,0.04657421222707505,45.810258996551056,Medium,orr north 1,central zone 1,banaswadi,High,1,4.0,1.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-05 04:23:07.382000+00:00,13.0437543,77.5998765,0.0,0.0,unplanned,accident,Unknown,0,0.0240386985861597,45.713675196702724,Medium,orr north 1,north zone 1,hebbala,High,1,4.0,1.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 21:43:09.130000+00:00,12.9799244,77.5811144,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.0460039554677496,42.4208369047333,Low,non-corridor,central zone 2,upparpet,Low,0,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 21:55:42.215000+00:00,12.9371017,77.5203667,0.0,0.0,unplanned,construction,Unknown,0,0.17220193669396952,40.46559786613809,Low,mysore road,west zone 2,byatarayanapura,High,1,21.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 06:11:26.730000+00:00,12.9874512,77.5194712,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.015092004925774633,41.06004094517902,Low,magadi road,west zone 1,kamakshipalya,High,1,6.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 21:43:47.126000+00:00,12.9963651,77.4894975,0.0,0.0,unplanned,road_conditions,Unknown,0,0.2606471580021587,45.321340157988125,Medium,non-corridor,west zone 1,kamakshipalya,Low,1,21.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 21:57:25.944000+00:00,12.9274483,77.621305,0.0,0.0,unplanned,water_logging,Unknown,0,0.0776104043055632,44.49265884749326,Medium,irr(thanisandra road),south zone 2,adugodi,High,1,21.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 21:56:29.841000+00:00,12.9884781,77.5108199,0.0,0.0,unplanned,water_logging,Unknown,0,0.01614958386106016,44.06004094517902,Medium,magadi road,west zone 1,kamakshipalya,High,1,21.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-05 06:10:17.793000+00:00,12.9869915,77.5190838,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.014622562279287455,41.06004094517902,Low,magadi road,west zone 1,kamakshipalya,High,1,6.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 22:26:57.605000+00:00,13.0201251,77.5838337,0.0,0.0,unplanned,vehicle_breakdown,taxi,0,0.0076409628706060224,41.22570397741707,Low,bellary road 1,west zone 2,sadashivanagar,High,0,22.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 06:20:10.132000+00:00,13.0357972,77.5413416,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.1371909457577952,41.033601308059474,Low,orr north 2,north zone 2,jalahalli,High,1,6.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 23:22:47.508000+00:00,12.9978142,77.7214548,0.0,0.0,unplanned,pot_holes,Unknown,0,0.09333707326019178,34.52459489619936,Low,non-corridor,east zone 1,mahadevapura,Low,1,23.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 08:29:11.746000+00:00,12.9785516,77.5151675,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.04586924866741913,43.483295959863405,Medium,non-corridor,west zone 1,jnanabharathi,Low,1,8.0,1.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-21 22:47:23.233000+00:00,12.9220949,77.6452776,12.9222134,77.6448862,unplanned,vehicle_breakdown,bmtc_bus,1,0.015713062654834485,43.284018534113635,Medium,orr east 1,south zone 2,hsr layout,High,0,22.0,3.0,3.0,0,0,True,High,Traffic Monitoring Only,15 mins
2024-03-21 22:47:25.451000+00:00,12.931129,77.6339107,0.0,0.0,planned,construction,Unknown,0,0.35127067276711355,42.51593208277444,Low,non-corridor,central zone 1,ashok nagar,Low,1,22.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 23:25:28.934000+00:00,12.9989211,77.7220684,0.0,0.0,unplanned,road_conditions,Unknown,0,0.27889794851877525,46.30112453097586,Medium,non-corridor,east zone 2,k.r. pura,Low,1,23.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 23:21:44.209000+00:00,12.9971019,77.7208783,0.0,0.0,unplanned,road_conditions,Unknown,0,0.27889794851877525,46.30112453097586,Medium,non-corridor,east zone 2,k.r. pura,Low,1,23.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 23:16:28.536000+00:00,12.9811734,77.5732257,0.0,0.0,unplanned,others,Unknown,0,0.3028359058199752,44.15134537930957,Medium,non-corridor,central zone 2,sheshadripuram,Low,1,23.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-05 08:19:32.502000+00:00,13.0243033,77.5848783,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.013990935608055142,43.121987313946,Medium,bellary road 1,north zone 1,kodigehalli,High,1,8.0,1.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-05 18:03:08.632000+00:00,13.0453488,77.5075914,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.13674253140488024,42.366575615555846,Low,tumkur road,north zone 2,chikkabanavara,High,1,18.0,1.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 11:59:19.308000+00:00,13.0191483,77.65442,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.1030890579501632,41.060258996551056,Low,orr north 1,central zone 1,banaswadi,High,0,11.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 07:51:26.733000+00:00,13.0074843,77.662499,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.0677739637112742,41.060258996551056,Low,orr north 1,central zone 1,banaswadi,High,1,7.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 18:12:44.578000+00:00,13.0908603,77.5965681,0.0,0.0,unplanned,vehicle_breakdown,private_car,0,0.020698522476815372,42.50164934333921,Low,bellary road 2,north zone 2,yelahanka,High,1,18.0,1.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-22 00:18:05.429000+00:00,13.0287972,77.6206363,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.2287905180551064,52.854342161101805,Medium,non-corridor,north zone 1,k.g. halli,Low,0,0.0,4.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 22:31:07.607000+00:00,13.0468297,77.5012172,0.0,0.0,unplanned,accident,Unknown,0,0.03809529520659186,45.581095942709275,Medium,non-corridor,west zone 1,peenya,Low,1,22.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 23:16:29.486000+00:00,12.9758667,77.5875667,12.9758883,77.58752,unplanned,vehicle_breakdown,bmtc_bus,1,0.7309988601679881,70.16845595235235,High,non-corridor,central zone 2,halasuru gate,Low,0,23.0,3.0,3.0,0,0,True,Immediate,Partial Diversion Recommended,5 mins
2024-03-21 23:33:23.958000+00:00,13.0039808,77.7275065,0.0,0.0,unplanned,road_conditions,Unknown,0,0.26177582252659615,46.30112453097586,Medium,non-corridor,east zone 2,k.r. pura,Low,1,23.0,3.0,3.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-21 23:24:37.027000+00:00,12.995207,77.6661212,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.12079801652135126,41.215409413281755,Low,orr north 1,east zone 1,mahadevapura,High,1,23.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-21 23:25:14.932000+00:00,12.91173196,77.55831806,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.009583790025188684,41.381544164364925,Low,non-corridor,south zone 1,k.s. layout,Low,1,23.0,3.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-01-24 06:11:07.916000+00:00,13.0938815,77.5971259,0.0,0.0,unplanned,water_logging,Unknown,0,0.06263139146569369,43.75164934333921,Medium,bellary road 2,north zone 2,yelahanka,High,1,6.0,2.0,1.0,0,0,False,High,Traffic Monitoring Only,15 mins
2024-03-05 20:24:29.151000+00:00,13.0413417,77.6225267,0.0,0.0,unplanned,others,Unknown,0,0.17915164506326095,32.645513767903,Low,hennur main road,north zone 1,hennuru,High,1,20.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-22 01:44:46.507000+00:00,13.03502,77.5885367,0.0,0.0,unplanned,others,Unknown,0,0.058189441791548197,33.371987313946,Low,bellary road 1,north zone 1,kodigehalli,High,1,1.0,4.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 20:40:35.978000+00:00,12.9615967,77.5617183,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.05413337726749035,41.76290430927809,Low,mysore road,central zone 2,chamarajpet,High,1,20.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 19:28:47.399000+00:00,12.9808111,77.6028631,0.0,0.0,unplanned,others,Unknown,0,0.11768065172847367,35.59127348514562,Low,cbd 1,central zone 2,shivajinagar,High,1,19.0,1.0,3.0,0,1,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 20:07:08.276000+00:00,13.0389266,77.5181671,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.005956656258236732,40.02028282977977,Low,tumkur road,west zone 1,peenya,High,1,20.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 20:41:42.642000+00:00,12.9572592,77.5518976,0.0,0.0,unplanned,vehicle_breakdown,private_bus,0,0.04726193690550592,40.71559786613809,Low,mysore road,west zone 2,byatarayanapura,High,1,20.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 19:08:45.679000+00:00,12.9593603,77.5558637,0.0,0.0,unplanned,others,Unknown,0,0.26517797391281767,45.86290430927809,Medium,mysore road,central zone 2,chamarajpet,High,1,19.0,1.0,3.0,0,1,False,High,Traffic Monitoring Only,15 mins
2024-03-22 01:21:53.829000+00:00,13.0410532,77.5189396,0.0,0.0,unplanned,vehicle_breakdown,bmtc_bus,0,0.045271181405176324,40.616575615555846,Low,tumkur road,north zone 2,chikkabanavara,High,1,1.0,4.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 20:53:57.733000+00:00,13.0492206,77.645498,0.0,0.0,unplanned,others,Unknown,0,0.1832125128105692,33.29280369956334,Low,non-corridor,north zone 1,hennuru,Low,1,20.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-22 01:58:17.396000+00:00,12.9162337,77.6153047,0.0,0.0,unplanned,vehicle_breakdown,heavy_vehicle,0,0.04723451014162005,41.7749937007018,Low,non-corridor,south zone 2,mico layout,Low,1,1.0,4.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-22 04:33:59.025000+00:00,13.0158106,77.5629245,0.0,0.0,unplanned,vehicle_breakdown,lcv,0,0.14861529385732483,40.96052984448469,Low,tumkur road,west zone 2,sadashivanagar,High,1,4.0,4.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-22 04:49:19.519000+00:00,13.0413404,77.6223957,0.0,0.0,unplanned,congestion,Unknown,0,0.03309584644911609,42.395513767903,Low,hennur main road,north zone 1,hennuru,High,0,4.0,4.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
2024-03-05 21:07:23.190000+00:00,12.9695083,77.7005878,0.0,0.0,planned,construction,Unknown,0,0.020065597222393164,31.312317645366427,Low,orr east 2,east zone 1,hal old airport,High,1,21.0,1.0,3.0,0,0,False,Normal,Traffic Monitoring Only,30 mins
